id_transacao,nome_cliente,data_emissao,data_vencimento,valor,meio_pagamento,recorrencia,elegivel_antecipacao,tipo_cliente
88bb25b7,Araújo da Costa - EI,2024-08-16,2024-09-15,1080.05,Cartão de Crédito,Anual,True,Recorrente
d074c664,Barros e Filhos,2024-08-25,2024-09-09,545.11,Pix,Mensal,False,Recorrente
e0fd0ed0,Cunha,2024-08-10,2024-09-09,1943.32,Cartão de Crédito,Mensal,True,Recorrente
354db9c4,Campos,2024-08-30,2024-08-30,2381.25,Boleto,Mensal,True,Recorrente
b099c987,Pastor - EI,2024-08-18,2024-09-17,1676.47,Boleto,Mensal,True,Recorrente
99b845dc,Pastor Câmara S/A,2024-08-30,2024-08-30,1059.42,Pix,Mensal,False,Recorrente
97bbcc12,da Conceição S/A,2024-08-29,2024-08-29,811.19,Pix,Mensal,True,Recorrente
610d7d75,Farias S/A,2024-08-27,2024-09-11,169.22,Boleto,Mensal,False,Recorrente
0e7a250e,Nogueira Cardoso e Filhos,2024-08-06,2024-09-05,607.44,Pix,Anual,False,Recorrente
628730c4,da Cruz,2024-08-29,2024-08-29,1946.35,Cartão de Crédito,Anual,True,Recorrente
558e46ef,Jesus,2024-08-10,2024-08-25,1566.54,Cartão de Crédito,Mensal,False,Novo/Avulso
dfe6b602,Brito Brito e Filhos,2024-08-15,2024-08-30,465.37,Pix,Avulso,True,Novo/Avulso
ab50a229,Fogaça,2024-08-15,2024-09-14,927.11,Pix,Avulso,False,Novo/Avulso
92687ff7,Jesus,2024-08-26,2024-09-10,183.1,Cartão de Crédito,Avulso,True,Novo/Avulso
49bc9470,Siqueira,2024-08-27,2024-09-11,2161.94,Cartão de Crédito,Mensal,False,Novo/Avulso
82baafa7,Rocha e Filhos,2024-08-05,2024-08-20,1722.75,Boleto,Mensal,False,Novo/Avulso
15534ee1,Alves e Filhos,2024-09-22,2024-09-22,208.78,Cartão de Crédito,Anual,False,Recorrente
91f374a0,Alves S/A,2024-09-03,2024-10-03,655.99,Cartão de Crédito,Mensal,False,Recorrente
cbd57502,da Conceição Montenegro - EI,2024-09-26,2024-09-26,2141.61,Pix,Mensal,False,Recorrente
986cde5a,Câmara,2024-09-05,2024-10-05,984.89,Pix,Mensal,False,Recorrente
519311c7,Pastor,2024-09-15,2024-10-15,552.18,Pix,Anual,True,Recorrente
373d308d,Abreu,2024-09-18,2024-10-03,478.13,Pix,Mensal,False,Recorrente
4ad47721,Ferreira,2024-09-24,2024-09-24,1979.77,Pix,Anual,False,Recorrente
e6d3bfd6,Aparecida,2024-09-09,2024-09-09,1366.3,Boleto,Mensal,True,Recorrente
00afabcf,Nascimento,2024-09-19,2024-09-19,1532.53,Boleto,Mensal,True,Recorrente
9bfe38ca,Garcia S/A,2024-09-14,2024-09-29,1633.09,Boleto,Mensal,True,Recorrente
dc483c66,Pires,2024-09-18,2024-09-18,2498.31,Boleto,Mensal,True,Recorrente
7d6b4638,Oliveira,2024-09-30,2024-10-15,1281.19,Cartão de Crédito,Mensal,True,Recorrente
6d0c46c1,Santos Azevedo S/A,2024-09-10,2024-09-25,2465.48,Cartão de Crédito,Mensal,True,Recorrente
4c030c1e,Vargas da Rocha S/A,2024-09-25,2024-09-25,650.91,Cartão de Crédito,Mensal,False,Recorrente
f85ac139,Porto,2024-09-12,2024-09-27,2470.0,Pix,Anual,False,Recorrente
ed7e9408,Pereira e Filhos,2024-09-28,2024-10-13,1701.08,Cartão de Crédito,Mensal,False,Recorrente
8bb51b36,Martins Garcia Ltda.,2024-09-03,2024-10-03,2387.2,Boleto,Mensal,True,Recorrente
a27aa022,Andrade Dias - ME,2024-09-21,2024-10-06,2232.42,Pix,Mensal,True,Recorrente
423bc2dd,Azevedo,2024-09-06,2024-10-06,723.36,Pix,Mensal,False,Recorrente
8e63177e,Casa Grande,2024-09-17,2024-09-17,1234.99,Boleto,Mensal,True,Recorrente
6e75b033,Carvalho,2024-09-27,2024-09-27,918.09,Cartão de Crédito,Mensal,True,Recorrente
b4fbbd15,Souza,2024-09-10,2024-09-25,598.98,Boleto,Anual,False,Recorrente
66898aec,Pacheco,2024-09-18,2024-10-03,714.76,Cartão de Crédito,Anual,True,Recorrente
2789d2bd,Fonseca,2024-09-08,2024-09-23,190.52,Cartão de Crédito,Mensal,False,Recorrente
b4af62e4,Sá S/A,2024-09-05,2024-09-20,1429.72,Pix,Mensal,True,Recorrente
a0803650,Cassiano e Filhos,2024-09-30,2024-10-30,539.92,Cartão de Crédito,Mensal,True,Recorrente
d03bd8d1,Vieira Rodrigues - ME,2024-09-02,2024-10-02,1251.44,Cartão de Crédito,Mensal,False,Recorrente
baa74b0b,Moura,2024-09-20,2024-09-20,906.18,Boleto,Mensal,True,Recorrente
a56b3071,Novaes,2024-09-07,2024-09-07,1972.53,Boleto,Mensal,True,Recorrente
0eed995d,Vargas,2024-09-20,2024-09-20,2296.69,Boleto,Anual,False,Recorrente
7e83a534,Montenegro,2024-09-20,2024-10-20,339.86,Pix,Mensal,True,Recorrente
9e206d4a,Montenegro Caldeira e Filhos,2024-09-08,2024-10-08,1637.73,Pix,Mensal,True,Recorrente
02ccbf12,Cassiano Freitas S.A.,2024-09-13,2024-09-28,1799.18,Pix,Mensal,True,Recorrente
9f5ca805,Almeida,2024-09-18,2024-09-18,913.21,Pix,Mensal,True,Recorrente
33b6e6ab,Fonseca Ltda.,2024-09-05,2024-10-05,2134.54,Boleto,Mensal,False,Recorrente
cf2541d5,Araújo da Costa - EI,2024-09-08,2024-10-08,1080.05,Cartão de Crédito,Anual,False,Recorrente
287aecfc,Barros e Filhos,2024-09-19,2024-10-19,545.11,Pix,Mensal,False,Recorrente
159ea10c,Cunha,2024-09-08,2024-09-23,1943.32,Cartão de Crédito,Mensal,True,Recorrente
f08d8861,Campos,2024-09-22,2024-10-22,2381.25,Boleto,Mensal,True,Recorrente
3585e101,Pastor - EI,2024-09-14,2024-09-29,1676.47,Boleto,Mensal,False,Recorrente
63765f82,Pastor Câmara S/A,2024-09-02,2024-10-02,1059.42,Pix,Mensal,True,Recorrente
488ca9a3,da Conceição S/A,2024-09-21,2024-10-21,811.19,Pix,Mensal,False,Recorrente
30c11e35,Farias S/A,2024-09-18,2024-10-03,169.22,Boleto,Mensal,True,Recorrente
6f48a9e0,Nogueira Cardoso e Filhos,2024-09-12,2024-10-12,607.44,Pix,Anual,False,Recorrente
d319f056,da Cruz,2024-09-26,2024-10-26,1946.35,Cartão de Crédito,Anual,False,Recorrente
47547f0f,Jesus,2024-09-23,2024-10-08,1566.54,Cartão de Crédito,Mensal,False,Recorrente
a23feb7d,Siqueira,2024-09-05,2024-09-20,2161.94,Cartão de Crédito,Mensal,False,Recorrente
03af195f,Rocha e Filhos,2024-09-06,2024-10-06,1722.75,Boleto,Mensal,False,Recorrente
c69b3006,Araújo - ME,2024-09-05,2024-09-20,679.56,Pix,Mensal,True,Novo/Avulso
20cef511,Caldeira,2024-09-17,2024-09-17,2424.3,Pix,Anual,False,Novo/Avulso
2b2e1684,Correia Correia - EI,2024-09-03,2024-09-18,627.84,Pix,Mensal,False,Novo/Avulso
5977820b,Carvalho,2024-09-02,2024-09-17,1852.77,Boleto,Mensal,False,Novo/Avulso
92f6d10c,Cirino,2024-09-07,2024-10-07,1566.87,Boleto,Anual,True,Novo/Avulso
57b8be4b,Martins,2024-09-10,2024-09-10,2193.26,Cartão de Crédito,Mensal,True,Novo/Avulso
87cc3158,Alves e Filhos,2024-10-31,2024-11-30,208.78,Cartão de Crédito,Anual,True,Recorrente
33eccab8,Alves S/A,2024-10-25,2024-10-25,655.99,Cartão de Crédito,Mensal,False,Recorrente
77a9f239,da Conceição Montenegro - EI,2024-10-05,2024-11-04,2141.61,Pix,Mensal,True,Recorrente
9315ff3d,Câmara,2024-10-03,2024-11-02,984.89,Pix,Mensal,True,Recorrente
70a2105d,Pastor,2024-10-01,2024-10-01,552.18,Pix,Anual,False,Recorrente
f8470f00,Abreu,2024-10-12,2024-10-12,478.13,Pix,Mensal,False,Recorrente
fb47ae11,Ferreira,2024-10-22,2024-11-06,1979.77,Pix,Anual,True,Recorrente
3a7c8e3e,Aparecida,2024-10-01,2024-10-31,1366.3,Boleto,Mensal,False,Recorrente
78636c9f,Nascimento,2024-10-01,2024-10-01,1532.53,Boleto,Mensal,False,Recorrente
b5d40e66,Garcia S/A,2024-10-18,2024-11-02,1633.09,Boleto,Mensal,True,Recorrente
5fddfa44,Pires,2024-10-17,2024-11-16,2498.31,Boleto,Mensal,False,Recorrente
8aea62fb,Oliveira,2024-10-26,2024-10-26,1281.19,Cartão de Crédito,Mensal,True,Recorrente
41c2c78a,Santos Azevedo S/A,2024-10-30,2024-10-30,2465.48,Cartão de Crédito,Mensal,True,Recorrente
1bcaf454,Vargas da Rocha S/A,2024-10-08,2024-10-08,650.91,Cartão de Crédito,Mensal,False,Recorrente
aace8084,Porto,2024-10-27,2024-11-11,2470.0,Pix,Anual,False,Recorrente
9e865e82,Pereira e Filhos,2024-10-26,2024-11-10,1701.08,Cartão de Crédito,Mensal,True,Recorrente
5c3e0c5d,Martins Garcia Ltda.,2024-10-12,2024-10-27,2387.2,Boleto,Mensal,False,Recorrente
1bbc9085,Andrade Dias - ME,2024-10-19,2024-10-19,2232.42,Pix,Mensal,True,Recorrente
ed82eaed,Azevedo,2024-10-10,2024-11-09,723.36,Pix,Mensal,True,Recorrente
2b9b0992,Casa Grande,2024-10-21,2024-11-20,1234.99,Boleto,Mensal,True,Recorrente
0dbb758b,Carvalho,2024-10-03,2024-10-18,918.09,Cartão de Crédito,Mensal,False,Recorrente
a2875e7f,Souza,2024-10-13,2024-11-12,598.98,Boleto,Anual,False,Recorrente
e278338a,Pacheco,2024-10-02,2024-11-01,714.76,Cartão de Crédito,Anual,True,Recorrente
08806106,Fonseca,2024-10-23,2024-10-23,190.52,Cartão de Crédito,Mensal,True,Recorrente
88fcca0d,Sá S/A,2024-10-16,2024-10-31,1429.72,Pix,Mensal,False,Recorrente
4e570b71,Cassiano e Filhos,2024-10-19,2024-10-19,539.92,Cartão de Crédito,Mensal,True,Recorrente
6e442d70,Vieira Rodrigues - ME,2024-10-08,2024-10-08,1251.44,Cartão de Crédito,Mensal,False,Recorrente
6305156e,Moura,2024-10-09,2024-10-09,906.18,Boleto,Mensal,True,Recorrente
1a42f141,Novaes,2024-10-22,2024-11-06,1972.53,Boleto,Mensal,True,Recorrente
fa0e347a,Vargas,2024-10-06,2024-10-21,2296.69,Boleto,Anual,True,Recorrente
2471897b,Montenegro,2024-10-31,2024-10-31,339.86,Pix,Mensal,True,Recorrente
e29eaf59,Montenegro Caldeira e Filhos,2024-10-25,2024-11-24,1637.73,Pix,Mensal,False,Recorrente
340f3e40,Cassiano Freitas S.A.,2024-10-30,2024-10-30,1799.18,Pix,Mensal,False,Recorrente
95fe60b3,Almeida,2024-10-06,2024-11-05,913.21,Pix,Mensal,True,Recorrente
fbbe8bfe,Fonseca Ltda.,2024-10-19,2024-11-03,2134.54,Boleto,Mensal,False,Recorrente
08c86610,Araújo da Costa - EI,2024-10-13,2024-11-12,1080.05,Cartão de Crédito,Anual,True,Recorrente
f2f9a411,Barros e Filhos,2024-10-26,2024-11-25,545.11,Pix,Mensal,True,Recorrente
feeade1a,Cunha,2024-10-17,2024-11-16,1943.32,Cartão de Crédito,Mensal,False,Recorrente
81387f89,Campos,2024-10-02,2024-10-02,2381.25,Boleto,Mensal,False,Recorrente
565017db,Pastor - EI,2024-10-08,2024-10-08,1676.47,Boleto,Mensal,False,Recorrente
1601621b,Pastor Câmara S/A,2024-10-20,2024-11-19,1059.42,Pix,Mensal,False,Recorrente
ca1d3a3f,da Conceição S/A,2024-10-25,2024-11-09,811.19,Pix,Mensal,True,Recorrente
d1ffc9df,Farias S/A,2024-10-21,2024-11-05,169.22,Boleto,Mensal,False,Recorrente
b9a122f0,Nogueira Cardoso e Filhos,2024-10-16,2024-10-16,607.44,Pix,Anual,False,Recorrente
f96d0703,da Cruz,2024-10-18,2024-11-02,1946.35,Cartão de Crédito,Anual,False,Recorrente
d85648d3,Jesus,2024-10-06,2024-11-05,1566.54,Cartão de Crédito,Mensal,False,Recorrente
3ef73576,Siqueira,2024-10-03,2024-11-02,2161.94,Cartão de Crédito,Mensal,False,Recorrente
f69f34a3,Rocha e Filhos,2024-10-26,2024-10-26,1722.75,Boleto,Mensal,True,Recorrente
9d495288,Araújo - ME,2024-10-03,2024-10-18,679.56,Pix,Mensal,True,Recorrente
d9cefb6f,Caldeira,2024-10-13,2024-11-12,2424.3,Pix,Anual,True,Recorrente
29416d17,Correia Correia - EI,2024-10-24,2024-11-08,627.84,Pix,Mensal,False,Recorrente
4701130e,Carvalho,2024-10-12,2024-10-12,1852.77,Boleto,Mensal,True,Recorrente
7d12a47f,Cirino,2024-10-01,2024-10-16,1566.87,Boleto,Anual,False,Recorrente
fcea3012,Martins,2024-10-12,2024-10-27,2193.26,Cartão de Crédito,Mensal,True,Recorrente
389344d7,Barbosa Macedo - EI,2024-10-18,2024-11-17,590.37,Cartão de Crédito,Mensal,False,Novo/Avulso
294070ec,Aragão e Filhos,2024-10-03,2024-11-02,360.6,Pix,Mensal,False,Novo/Avulso
3dab4731,Borges S.A.,2024-10-13,2024-10-13,179.0,Cartão de Crédito,Avulso,True,Novo/Avulso
0f4ecbfa,Jesus Mendonça - ME,2024-10-06,2024-10-06,548.52,Cartão de Crédito,Anual,False,Novo/Avulso
d393db69,Guerra Araújo S.A.,2024-10-06,2024-10-21,1308.84,Boleto,Mensal,False,Novo/Avulso
a95847cc,Abreu,2024-10-12,2024-10-27,1287.94,Boleto,Mensal,True,Novo/Avulso
17e7506a,Alves e Filhos,2024-11-12,2024-12-12,208.78,Cartão de Crédito,Anual,True,Recorrente
694f766a,Alves S/A,2024-11-04,2024-11-04,655.99,Cartão de Crédito,Mensal,False,Recorrente
4f3ada8d,da Conceição Montenegro - EI,2024-11-06,2024-12-06,2141.61,Pix,Mensal,True,Recorrente
c5fa3590,Câmara,2024-11-19,2024-12-19,984.89,Pix,Mensal,False,Recorrente
02c2b3c3,Pastor,2024-11-25,2024-12-10,552.18,Pix,Anual,False,Recorrente
fb5e0e29,Ferreira,2024-11-04,2024-11-04,1979.77,Pix,Anual,True,Recorrente
91a17e05,Aparecida,2024-11-09,2024-11-09,1366.3,Boleto,Mensal,True,Recorrente
8f014286,Nascimento,2024-11-15,2024-11-30,1532.53,Boleto,Mensal,False,Recorrente
1ec5a87f,Garcia S/A,2024-11-15,2024-12-15,1633.09,Boleto,Mensal,True,Recorrente
6d48babb,Pires,2024-11-12,2024-11-12,2498.31,Boleto,Mensal,False,Recorrente
e27b175d,Oliveira,2024-11-04,2024-11-19,1281.19,Cartão de Crédito,Mensal,False,Recorrente
fa2bbad9,Santos Azevedo S/A,2024-11-30,2024-11-30,2465.48,Cartão de Crédito,Mensal,True,Recorrente
285d52de,Vargas da Rocha S/A,2024-11-27,2024-12-27,650.91,Cartão de Crédito,Mensal,True,Recorrente
5f9b2262,Porto,2024-11-12,2024-11-27,2470.0,Pix,Anual,False,Recorrente
56d6c84b,Pereira e Filhos,2024-11-15,2024-11-15,1701.08,Cartão de Crédito,Mensal,False,Recorrente
b5620b70,Martins Garcia Ltda.,2024-11-12,2024-11-27,2387.2,Boleto,Mensal,True,Recorrente
b4c72908,Andrade Dias - ME,2024-11-15,2024-12-15,2232.42,Pix,Mensal,False,Recorrente
1a930ba4,Azevedo,2024-11-11,2024-11-11,723.36,Pix,Mensal,False,Recorrente
129daafd,Casa Grande,2024-11-02,2024-12-02,1234.99,Boleto,Mensal,True,Recorrente
b296d595,Carvalho,2024-11-01,2024-11-16,918.09,Cartão de Crédito,Mensal,True,Recorrente
5f1fbc37,Souza,2024-11-22,2024-11-22,598.98,Boleto,Anual,True,Recorrente
2e762c88,Pacheco,2024-11-17,2024-11-17,714.76,Cartão de Crédito,Anual,True,Recorrente
c9905730,Fonseca,2024-11-11,2024-12-11,190.52,Cartão de Crédito,Mensal,False,Recorrente
004e556d,Sá S/A,2024-11-15,2024-11-15,1429.72,Pix,Mensal,False,Recorrente
45ec4ec5,Cassiano e Filhos,2024-11-21,2024-11-21,539.92,Cartão de Crédito,Mensal,True,Recorrente
df56d87d,Vieira Rodrigues - ME,2024-11-21,2024-12-21,1251.44,Cartão de Crédito,Mensal,False,Recorrente
92330e57,Moura,2024-11-13,2024-11-13,906.18,Boleto,Mensal,True,Recorrente
77be0570,Novaes,2024-11-15,2024-12-15,1972.53,Boleto,Mensal,False,Recorrente
70db90d0,Vargas,2024-11-13,2024-11-13,2296.69,Boleto,Anual,True,Recorrente
950db66d,Montenegro,2024-11-07,2024-11-22,339.86,Pix,Mensal,True,Recorrente
8a2c2880,Montenegro Caldeira e Filhos,2024-11-19,2024-11-19,1637.73,Pix,Mensal,True,Recorrente
6728004f,Cassiano Freitas S.A.,2024-11-12,2024-11-27,1799.18,Pix,Mensal,True,Recorrente
3543b34b,Almeida,2024-11-15,2024-11-15,913.21,Pix,Mensal,False,Recorrente
b2b972ee,Fonseca Ltda.,2024-11-22,2024-12-07,2134.54,Boleto,Mensal,False,Recorrente
9ab5f119,Barros e Filhos,2024-11-20,2024-12-05,545.11,Pix,Mensal,False,Recorrente
c3c376ba,Cunha,2024-11-19,2024-11-19,1943.32,Cartão de Crédito,Mensal,False,Recorrente
13c3a097,Campos,2024-11-12,2024-11-27,2381.25,Boleto,Mensal,True,Recorrente
a7fd17f1,Pastor - EI,2024-11-27,2024-12-27,1676.47,Boleto,Mensal,False,Recorrente
bc245b6f,Pastor Câmara S/A,2024-11-30,2024-12-30,1059.42,Pix,Mensal,True,Recorrente
9c85e702,da Conceição S/A,2024-11-22,2024-11-22,811.19,Pix,Mensal,False,Recorrente
90f4ae6a,Farias S/A,2024-11-04,2024-11-04,169.22,Boleto,Mensal,False,Recorrente
67663d73,Nogueira Cardoso e Filhos,2024-11-04,2024-11-04,607.44,Pix,Anual,False,Recorrente
3f749a35,da Cruz,2024-11-23,2024-11-23,1946.35,Cartão de Crédito,Anual,False,Recorrente
20a3d103,Jesus,2024-11-14,2024-12-14,1566.54,Cartão de Crédito,Mensal,True,Recorrente
b563d30a,Siqueira,2024-11-19,2024-12-04,2161.94,Cartão de Crédito,Mensal,False,Recorrente
7796bf3f,Rocha e Filhos,2024-11-06,2024-11-21,1722.75,Boleto,Mensal,True,Recorrente
8ac395e5,Araújo - ME,2024-11-18,2024-11-18,679.56,Pix,Mensal,False,Recorrente
5939c09d,Caldeira,2024-11-10,2024-11-10,2424.3,Pix,Anual,True,Recorrente
b113c51f,Correia Correia - EI,2024-11-11,2024-11-26,627.84,Pix,Mensal,True,Recorrente
b0efa4ad,Carvalho,2024-11-28,2024-12-13,1852.77,Boleto,Mensal,True,Recorrente
5ad397bb,Cirino,2024-11-16,2024-11-16,1566.87,Boleto,Anual,True,Recorrente
d9830564,Martins,2024-11-27,2024-12-12,2193.26,Cartão de Crédito,Mensal,False,Recorrente
65c44359,Barbosa Macedo - EI,2024-11-14,2024-12-14,590.37,Cartão de Crédito,Mensal,False,Recorrente
b1a52cb4,Aragão e Filhos,2024-11-14,2024-12-14,360.6,Pix,Mensal,False,Recorrente
95b22f21,Jesus Mendonça - ME,2024-11-16,2024-11-16,548.52,Cartão de Crédito,Anual,True,Recorrente
7c8fdbfd,Guerra Araújo S.A.,2024-11-19,2024-11-19,1308.84,Boleto,Mensal,True,Recorrente
b2c5c63d,Abreu,2024-11-10,2024-11-10,1287.94,Boleto,Mensal,False,Recorrente
93b8031a,da Luz,2024-11-19,2024-12-19,828.38,Cartão de Crédito,Mensal,False,Novo/Avulso
54fa4c9f,da Paz,2024-11-09,2024-12-09,416.05,Boleto,Anual,False,Novo/Avulso
6ff250f6,Sampaio,2024-11-15,2024-12-15,1928.45,Pix,Anual,True,Novo/Avulso
c291682a,Cassiano,2024-11-25,2024-11-25,390.68,Pix,Avulso,False,Novo/Avulso
6827249a,da Rocha Cunha S/A,2024-11-12,2024-11-12,225.74,Cartão de Crédito,Avulso,False,Novo/Avulso
60844aeb,Souza Ltda.,2024-11-07,2024-12-07,425.86,Boleto,Avulso,False,Novo/Avulso
a3e9bd80,Alves e Filhos,2024-12-05,2025-01-04,208.78,Cartão de Crédito,Anual,False,Recorrente
5b7b319b,Alves S/A,2024-12-26,2025-01-10,655.99,Cartão de Crédito,Mensal,True,Recorrente
e3aaffe5,da Conceição Montenegro - EI,2024-12-02,2024-12-02,2141.61,Pix,Mensal,False,Recorrente
454d6d99,Câmara,2024-12-01,2024-12-01,984.89,Pix,Mensal,True,Recorrente
1dfeb698,Pastor,2024-12-15,2024-12-30,552.18,Pix,Anual,True,Recorrente
29ec674a,Ferreira,2024-12-31,2025-01-15,1979.77,Pix,Anual,True,Recorrente
0a3350ce,Aparecida,2024-12-23,2024-12-23,1366.3,Boleto,Mensal,False,Recorrente
c226d265,Nascimento,2024-12-06,2024-12-21,1532.53,Boleto,Mensal,True,Recorrente
1b4c34cc,Garcia S/A,2024-12-21,2025-01-05,1633.09,Boleto,Mensal,False,Recorrente
869c5cc6,Pires,2024-12-03,2024-12-18,2498.31,Boleto,Mensal,True,Recorrente
0484f120,Oliveira,2024-12-02,2024-12-17,1281.19,Cartão de Crédito,Mensal,False,Recorrente
d02410cd,Santos Azevedo S/A,2024-12-24,2025-01-23,2465.48,Cartão de Crédito,Mensal,True,Recorrente
466e9b31,Vargas da Rocha S/A,2024-12-14,2025-01-13,650.91,Cartão de Crédito,Mensal,True,Recorrente
efadc277,Porto,2024-12-23,2024-12-23,2470.0,Pix,Anual,True,Recorrente
c66a419c,Pereira e Filhos,2024-12-07,2024-12-22,1701.08,Cartão de Crédito,Mensal,True,Recorrente
6e56c166,Martins Garcia Ltda.,2024-12-05,2025-01-04,2387.2,Boleto,Mensal,True,Recorrente
ec4c128d,Andrade Dias - ME,2024-12-17,2025-01-16,2232.42,Pix,Mensal,False,Recorrente
e1aba2ff,Azevedo,2024-12-01,2024-12-01,723.36,Pix,Mensal,False,Recorrente
8a8fafc5,Casa Grande,2024-12-27,2024-12-27,1234.99,Boleto,Mensal,False,Recorrente
311c3890,Carvalho,2024-12-23,2024-12-23,918.09,Cartão de Crédito,Mensal,False,Recorrente
0b5e8e91,Souza,2024-12-03,2024-12-03,598.98,Boleto,Anual,False,Recorrente
4b9b9705,Pacheco,2024-12-03,2025-01-02,714.76,Cartão de Crédito,Anual,True,Recorrente
4577e5f8,Fonseca,2024-12-04,2024-12-19,190.52,Cartão de Crédito,Mensal,False,Recorrente
f0a2cfd1,Sá S/A,2024-12-29,2025-01-13,1429.72,Pix,Mensal,True,Recorrente
95564a2b,Cassiano e Filhos,2024-12-13,2024-12-13,539.92,Cartão de Crédito,Mensal,True,Recorrente
868be212,Vieira Rodrigues - ME,2024-12-03,2025-01-02,1251.44,Cartão de Crédito,Mensal,True,Recorrente
2c87d186,Moura,2024-12-20,2025-01-19,906.18,Boleto,Mensal,True,Recorrente
85906b78,Novaes,2024-12-15,2024-12-30,1972.53,Boleto,Mensal,True,Recorrente
535eb85d,Vargas,2024-12-21,2025-01-20,2296.69,Boleto,Anual,True,Recorrente
83da0ccc,Montenegro,2024-12-30,2025-01-14,339.86,Pix,Mensal,False,Recorrente
7a5a2b9f,Montenegro Caldeira e Filhos,2024-12-28,2024-12-28,1637.73,Pix,Mensal,True,Recorrente
e84e1a13,Cassiano Freitas S.A.,2024-12-29,2024-12-29,1799.18,Pix,Mensal,True,Recorrente
7ddb1952,Almeida,2024-12-25,2024-12-25,913.21,Pix,Mensal,False,Recorrente
0b005401,Fonseca Ltda.,2024-12-12,2024-12-27,2134.54,Boleto,Mensal,False,Recorrente
03c2b056,Barros e Filhos,2024-12-26,2024-12-26,545.11,Pix,Mensal,True,Recorrente
45634985,Cunha,2024-12-09,2025-01-08,1943.32,Cartão de Crédito,Mensal,True,Recorrente
b08b706f,Campos,2024-12-08,2025-01-07,2381.25,Boleto,Mensal,False,Recorrente
5f4fec26,Pastor - EI,2024-12-25,2025-01-24,1676.47,Boleto,Mensal,True,Recorrente
902a7429,Pastor Câmara S/A,2024-12-28,2025-01-27,1059.42,Pix,Mensal,False,Recorrente
856edbef,da Conceição S/A,2024-12-07,2025-01-06,811.19,Pix,Mensal,True,Recorrente
e9c22cb5,Farias S/A,2024-12-24,2025-01-08,169.22,Boleto,Mensal,False,Recorrente
a4811d07,Nogueira Cardoso e Filhos,2024-12-21,2024-12-21,607.44,Pix,Anual,True,Recorrente
846ce713,da Cruz,2024-12-16,2024-12-31,1946.35,Cartão de Crédito,Anual,True,Recorrente
a212a49b,Jesus,2024-12-08,2024-12-23,1566.54,Cartão de Crédito,Mensal,True,Recorrente
25d44466,Siqueira,2024-12-17,2024-12-17,2161.94,Cartão de Crédito,Mensal,False,Recorrente
b63ab7f9,Rocha e Filhos,2024-12-30,2025-01-14,1722.75,Boleto,Mensal,True,Recorrente
338d7fd0,Araújo - ME,2024-12-13,2025-01-12,679.56,Pix,Mensal,False,Recorrente
bfc7f005,Caldeira,2024-12-12,2025-01-11,2424.3,Pix,Anual,True,Recorrente
6a8e66fe,Correia Correia - EI,2024-12-25,2025-01-09,627.84,Pix,Mensal,True,Recorrente
2d5a7ecf,Carvalho,2024-12-01,2024-12-31,1852.77,Boleto,Mensal,True,Recorrente
fdb0cd70,Cirino,2024-12-01,2024-12-16,1566.87,Boleto,Anual,True,Recorrente
60678249,Martins,2024-12-02,2024-12-02,2193.26,Cartão de Crédito,Mensal,False,Recorrente
bef7c10d,Barbosa Macedo - EI,2024-12-17,2025-01-01,590.37,Cartão de Crédito,Mensal,False,Recorrente
5192569c,Aragão e Filhos,2024-12-14,2025-01-13,360.6,Pix,Mensal,False,Recorrente
34e67ada,Jesus Mendonça - ME,2024-12-03,2025-01-02,548.52,Cartão de Crédito,Anual,True,Recorrente
8505fb60,Guerra Araújo S.A.,2024-12-09,2024-12-09,1308.84,Boleto,Mensal,False,Recorrente
d8a3e8b4,Abreu,2024-12-03,2025-01-02,1287.94,Boleto,Mensal,True,Recorrente
e5978950,da Luz,2024-12-26,2024-12-26,828.38,Cartão de Crédito,Mensal,False,Recorrente
c275f115,da Paz,2024-12-13,2025-01-12,416.05,Boleto,Anual,True,Recorrente
2ecf00c3,Sampaio,2024-12-10,2025-01-09,1928.45,Pix,Anual,False,Recorrente
e02b2e3c,Aragão - EI,2024-12-08,2024-12-08,2139.2,Boleto,Avulso,False,Novo/Avulso
0c071675,Montenegro,2024-12-10,2025-01-09,1588.9,Boleto,Mensal,True,Novo/Avulso
6b3f83b0,Araújo Moraes S/A,2024-12-01,2024-12-01,1813.57,Pix,Mensal,False,Novo/Avulso
b6f95f8a,Azevedo Peixoto S/A,2024-12-09,2024-12-09,1379.06,Pix,Avulso,False,Novo/Avulso
48c6febe,Guerra Campos - EI,2024-12-24,2024-12-24,1985.64,Cartão de Crédito,Mensal,True,Novo/Avulso
13fbaf0f,Pacheco Peixoto S/A,2024-12-03,2024-12-18,1158.91,Pix,Mensal,True,Novo/Avulso
f2d75bed,Leão e Filhos,2024-12-16,2025-01-15,1350.34,Boleto,Mensal,True,Novo/Avulso
89ac17a3,Alves e Filhos,2025-01-02,2025-01-02,208.78,Cartão de Crédito,Anual,False,Recorrente
3c6c83cf,Alves S/A,2025-01-03,2025-01-03,655.99,Cartão de Crédito,Mensal,True,Recorrente
1a98514b,da Conceição Montenegro - EI,2025-01-29,2025-02-28,2141.61,Pix,Mensal,False,Recorrente
9201c61e,Câmara,2025-01-23,2025-02-07,984.89,Pix,Mensal,False,Recorrente
a480c970,Pastor,2025-01-24,2025-01-24,552.18,Pix,Anual,True,Recorrente
